playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8480950,2024,Ilya Lyubushkin,TOR,D,other,74,2881,56,5.08,0.37,0.45,0.28,0.51,0.31,0.48,179,1.38,0.24,0.11,0.32,0.07,0.87,0.39,0.23,0.24,0.23,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,2,0,0,0,1,0,0,1,0,1,0.03,0,0.21,0,0,0,2,2,2,0,0.03,0.46,0.21,0.06,0.06,0.06,56,5,20,8,23,4,17,12,23,0,0,7697,0,2,1,10,22.73,6.02,5.5,6.02,5.5,21,10,6,37,5,3,1,19,2,10,0.77,0.17,5.08,1,0,4,37,31,31,0.38,1.14,1.14,5.26,5.26,4.79,52.18,10.07,7.26,10.07,7.26,46,22,28,96,8,9,1,32,20,16,1.24,2.52,6.31,0,4,4,96,68,68,1.21,2.53,2.53,8.75,8.75,6.64,18,21.61,195,191,0.11,0.02,3,1,3,1
8480950,2024,Ilya Lyubushkin,TOR,D,all,74,76034,1717,4.47,0.36,0.51,0.38,0.51,0.38,0.51,329,52.22,2.71,2.71,14.37,1.96,28.09,23.16,2.62,2.67,2.58,4,4,47,26,34,107,8,0,3,0,8,0,23,39,47,73,22,47,0,176,23,40,66,5,2,1.43,0.67,0.61,0,0,0,105.99,73,71.85,33,0.57,0.7,0.78,2.49,2.48,2.44,1717,145,286,275,1011,177,258,210,1072,0,0,192859,47,23,10,168,524.06,47.65,45.5,47.1,44.99,526,190,234,950,43,47,7,550,118,48,15.64,15.64,16.37,11,19,13,936.45,716,705.42,6.96,10.71,11.07,43.54,43.03,41.94,841.28,84.55,78.29,85.23,78.95,799,351,433,1583,88,97,13,824,229,97,22.6,28.66,33.28,26,34,28,1599.66,1150,1160.77,13.97,19.75,19.75,78.77,79.49,75.39,176.13,171.61,3226,3132,0,0,0,0,0,0
8480950,2024,Ilya Lyubushkin,TOR,D,5on5,74,61758,1389,4.47,0.46,0.51,0.46,0.5,0.46,0.5,343,47.35,2.38,2.4,13.03,1.74,25.86,20.6,2.31,2.34,2.27,4,4,41,25,32,98,8,0,2,0,8,0,21,35,41,66,20,43,0,156,20,36,60,5,1,1.31,0.67,0.4,0,0,0,96.99,66,64.85,29,0.49,0.24,0.57,2.29,2.28,2.25,1389,136,139,245,869,161,192,155,881,0,0,146864,43,15,6,104,478.84,40.07,38.45,39.53,37.94,481,175,223,879,37,44,6,508,112,36,14.44,15.05,10.59,10,19,8,865.45,656,645.43,6.32,9.57,9.93,36.46,35.95,35.34,559.29,47.7,45.81,48.37,46.46,532,234,287,1053,50,61,8,577,135,54,15.94,17.19,14.57,20,19,11,1069.66,766,776.77,7.6,11.57,11.57,43.73,44.45,43.65,107.09,104.8,2302,2303,6.54,0.64,140,11,108,8
8480950,2024,Ilya Lyubushkin,TOR,D,4on5,74,11271,259,3.43,0.05,0.13,0.06,0.12,0.08,0.15,202,2.67,0.07,0.15,0.64,0.12,1.04,1.98,0.07,0.07,0.07,0,0,3,1,1,5,0,0,0,0,0,0,1,3,3,4,2,4,0,19,3,4,4,0,0,0.07,0,0,0,0,0,5,4,4,4,0.03,0,0,0.1,0.1,0.1,259,1,127,22,109,9,48,42,160,0,0,15166,4,0,0,0,21.66,1.54,1.53,1.54,1.53,23,5,2,30,1,0,0,22,4,2,0.41,0.43,0.7,0,0,1,30,28,28,0.24,0,0,1.79,1.79,1.77,228.98,26.72,25.17,26.72,25.17,221,94,117,432,30,27,4,214,74,27,5.36,8.96,12.4,6,11,13,432,315,315,5.15,5.65,5.65,26.21,26.21,25.02,4.28,27.86,68,482,0.11,0,4,0,3,0
8480950,2024,Ilya Lyubushkin,TOR,D,5on4,74,124,13,3.45,1,0.81,0.8,0.85,1,0.84,45,0.83,0.02,0.06,0.38,0.03,0.33,0.19,0.02,0.02,0.02,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.02,0,0,0,0,0,2,1,1,0,0.02,0,0,0.04,0.04,0.04,13,3,0,0,10,3,1,1,8,0,0,3548,0,0,0,6,0.83,0.02,0.02,0.02,0.02,1,0,3,4,0,0,0,1,0,0,0.02,0,0,0,0,0,4,1,1,0.02,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.03,1.37,106,19,0,0,0,0,0,0
8478438,2024,Tommy Novak,NSH,C,other,71,2378,44,33.84,0.38,0.53,0.68,0.51,0.66,0.51,235,8.81,1.71,0.68,1.68,0.31,5.33,2.3,1.63,1.71,1.63,1,1,9,3,2,14,4,2,0,0,1,0,5,4,7,10,1,2,6,0,3,0,6,2,4,0.3,0.23,1.18,1,0,1,14,12,12,0,0.21,0,0.3,1.63,1.63,1.57,44,14,4,2,24,9,3,16,16,6,4,5745,2,0,0,0,46.22,6.01,5.66,6.01,5.66,44,21,23,88,6,4,0,43,15,7,1.78,1.71,2.53,3,1,2,88,65,65,1.07,1.11,0.92,6.17,6.17,5.87,24,10.01,9.81,10.01,9.81,28,6,7,41,14,1,1,13,4,17,0.55,0.44,9.01,1,2,11,41,34,34,0.32,0.46,0.46,9.87,9.87,9.74,18.75,16.92,133,130,0,0,0,0,0,0
8478438,2024,Tommy Novak,NSH,C,all,71,60495,1254,52.55,0.59,0.49,0.61,0.49,0.61,0.49,508,130.48,13.95,9.89,30.28,4.6,73.28,49.01,13.63,14.07,13.74,13,14,113,68,59,240,45,18,10,0,30,1,66,56,95,163,4,8,211,5,48,25,125,40,16,4.53,4.89,4.52,6,7,5,241.52,181,181.18,5,2.25,1.43,2.19,14.01,14.06,13.88,1254,213,45,149,847,211,164,172,707,211,289,196733,8,28,14,31,677.05,62.69,60.54,63.53,61.34,657,279,357,1293,64,64,6,697,167,72,20.62,20.62,21.46,27,18,19,1305.35,936,944.44,11.08,12.6,12.6,61.18,61.73,60.5,433.2,42.98,41.53,43.16,41.66,436,158,227,821,49,44,2,450,92,52,12.95,11.63,18.4,19,16,14,823.42,594,593.72,5.58,7.93,7.93,40.64,40.72,40.22,171.4,175.65,3236,3389,0,0,0,0,0,0
8478438,2024,Tommy Novak,NSH,C,5on5,71,49483,1029,52.55,0.59,0.51,0.56,0.5,0.56,0.51,522,95.31,9.97,6.83,22.79,3.29,51.53,37.59,9.78,10.09,9.9,10,9,76,56,47,179,29,10,6,0,24,1,48,43,66,122,2,4,181,4,43,21,94,27,11,3.49,3.46,3.01,3,4,3,180.52,132,132.18,5,1.44,0.89,1.62,9.78,9.83,9.76,1029,136,35,139,719,170,145,125,589,181,270,155696,4,26,13,31,490.51,43.56,42.55,44.4,43.35,477,200,270,947,40,46,4,509,121,47,15.34,15.32,12.9,18,14,8,959.35,677,685.44,6.85,8.91,9.11,41.3,41.85,41.31,380.94,30.89,29.7,31.07,29.82,375,147,216,738,33,41,1,407,82,33,11.68,10.26,8.94,18,12,3,740.42,522,521.72,4.94,7.1,7.1,28.73,28.81,28.46,115.26,109.09,2603,2591,1.01,1.53,34,30,27,24
8478438,2024,Tommy Novak,NSH,C,4on5,71,98,16,10.57,0.09,0.12,0.5,0.14,0.5,0.14,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,6,2,1,7,0,1,4133,0,0,0,0,0.84,0.01,0.01,0.01,0.01,0,1,0,1,0,0,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0,0,0.01,0.01,0.01,0.72,0.05,0.05,0.05,0.05,1,0,0,1,0,0,0,1,0,0,0.05,0,0,0,0,0,1,1,1,0.01,0,0,0.07,0.07,0.07,1.04,7.94,17,101,0,0,0,0,0,0
8478438,2024,Tommy Novak,NSH,C,5on4,71,8536,165,51.09,0.87,0.88,0.87,0.9,0.84,0.86,329,26.36,2.27,2.39,5.81,1,16.42,9.12,2.22,2.27,2.22,2,4,28,9,10,47,12,6,4,0,5,0,13,9,22,31,1,2,24,1,1,4,25,11,1,0.74,1.2,0.33,2,3,1,47,37,37,0,0.6,0.54,0.27,2.6,2.6,2.54,165,63,6,8,88,26,14,30,95,24,0,12342,2,0,0,0,138.68,12.98,12.2,12.98,12.2,136,56,64,256,18,14,2,144,30,18,3.49,3.46,6.03,6,3,9,256,192,192,3.16,2.57,2.57,13.57,13.57,13.18,26.86,1.99,1.92,1.99,1.92,31,5,2,38,2,2,0,28,6,2,0.62,0.92,0.44,0,2,0,38,36,36,0.31,0.36,0.36,1.93,1.93,1.91,23.74,3.1,377,43,0.02,0.04,1,1,1,1
8476925,2024,Colton Sissons,NSH,C,other,81,4590,92,33.17,0.42,0.57,0.52,0.55,0.53,0.54,271,8.32,2.56,0.78,1.47,0.43,4.94,2.82,2.43,2.56,2.43,1,1,5,8,2,15,4,2,1,0,0,0,9,1,3,11,0,0,36,3,0,3,4,4,5,0.1,0.55,1.91,0,0,2,15,13,13,2,0.23,0.31,0.31,2.48,2.48,2.42,92,20,25,6,41,11,5,25,51,36,32,6166,0,0,0,6,63.04,13.54,12.84,13.54,12.84,61,26,34,121,10,9,1,47,16,24,1.78,1.85,9.92,1,0,9,121,87,87,1.7,2.34,2.34,12.9,12.9,12.52,56.74,18.53,17.14,18.53,17.14,52,25,36,113,19,12,3,25,22,30,0.94,2.73,14.86,0,4,15,113,77,77,1.31,4.91,4.91,14.92,14.92,14.19,21.42,16.23,152,126,0.02,0,1,0,1,0
8476925,2024,Colton Sissons,NSH,C,all,81,80548,1859,35.27,0.48,0.54,0.49,0.53,0.5,0.53,380,148.31,20.86,12.47,32.96,5.78,77.81,54.11,19.69,20.91,19.73,15,5,131,73,37,241,35,15,18,3,19,0,72,80,116,189,19,38,618,137,33,31,112,68,24,3.78,8.99,8.09,1,7,7,242.47,204,204.85,13,2.93,5.64,5.83,17.97,18.03,17.58,1859,228,377,286,968,221,192,278,1168,618,558,212994,38,34,17,57,724.29,77.83,73.94,78.61,74.65,695,300,349,1344,69,85,10,720,181,94,20.41,22.77,34.64,24,15,30,1360.33,995,1007.88,12.41,19.41,19.61,70.63,71.3,69.44,744.64,84.47,79.55,84.34,79.45,744,267,371,1382,88,110,12,704,201,106,19.09,25.56,39.83,26,23,39,1376.72,1011,1006.88,12.47,22.25,22.25,74.7,74.78,72.59,192.16,163.13,3806,3363,0,0,0,0,0,0
8476925,2024,Colton Sissons,NSH,C,5on5,81,56970,1342,35.27,0.51,0.53,0.49,0.52,0.5,0.52,589,92.47,11.31,6.84,22.4,3.26,46.18,33.01,10.8,11.36,10.84,11,2,81,42,30,153,20,7,8,1,18,0,42,48,74,116,16,32,442,126,24,22,69,44,10,2.68,5.97,2.66,1,4,2,154.47,123,123.85,8,1.45,2.49,3.05,9.71,9.77,9.58,1342,111,204,245,782,184,138,180,840,442,369,176849,32,32,16,46,486.62,43.26,41.1,44.04,41.81,467,197,235,899,34,51,4,494,126,44,14.09,16.14,13.02,16,11,7,915.33,664,676.88,6.78,10.68,10.88,39.15,39.81,38.76,491.86,40.92,39.3,40.78,39.21,491,182,261,934,37,62,4,501,133,39,13.37,17.09,10.46,17,13,7,928.72,673,668.88,6.72,10.04,10.04,37.61,37.69,37.11,138.33,120.27,3109,2832,1.1,1.57,37,32,29,27
8476925,2024,Colton Sissons,NSH,C,4on5,81,9513,259,34.57,0.14,0.12,0.11,0.14,0.14,0.15,216,11.17,2.24,0.78,1.62,0.38,2.93,6.05,2.11,2.24,2.11,1,0,9,5,0,14,4,3,2,1,0,0,0,9,6,11,1,2,93,2,8,4,3,8,3,0.11,1.03,1.1,0,2,1,14,14,14,3,0.18,0.78,1.32,1.09,1.09,1.08,259,4,145,26,84,6,36,49,168,93,35,14130,2,0,0,0,26.45,3.72,3.55,3.72,3.55,25,10,2,37,4,7,1,18,12,5,0.56,1.52,1.64,1,2,1,37,35,35,0.36,1.77,1.77,2.31,2.31,2.29,166.53,22.47,20.55,22.47,20.55,169,53,71,293,31,36,5,146,42,34,3.88,5.07,13.52,8,6,17,293,222,222,4.15,7.3,7.3,19.33,19.33,18.45,2.73,20.5,53,335,0.11,0.03,3,1,3,1
8476925,2024,Colton Sissons,NSH,C,5on4,81,9475,166,32.41,0.88,0.86,0.88,0.89,0.85,0.86,414,35.62,4.72,4.04,7.3,1.7,23.41,11.84,4.31,4.72,4.31,2,2,35,18,5,58,7,3,7,1,1,0,20,22,32,50,2,4,45,6,1,2,35,12,6,0.85,1.44,2.42,0,1,2,58,53,53,0,1.07,2.06,1.14,4.65,4.65,4.45,166,93,3,9,61,20,13,24,109,45,116,14331,4,2,1,4,147.46,17.28,16.41,17.28,16.41,141,67,78,286,21,18,4,160,27,21,3.95,3.26,10.07,6,2,13,286,208,208,3.56,4.62,4.62,16.22,16.22,15.82,28.03,2.46,2.46,2.46,2.46,31,6,3,40,0,0,0,30,4,3,0.8,0.67,0.99,0,0,0,40,37,37,0.27,0,0,2.72,2.72,2.72,24.77,4.03,429,55,0.03,0,2,0,2,0
8480860,2024,Kevin Bahl,NJD,D,other,82,2262,31,8.2,0.37,0.51,0.22,0.56,0.23,0.53,172,2.24,0.14,0.11,0.55,0.08,1.27,0.85,0.14,0.14,0.14,0,1,2,1,0,3,1,0,0,0,0,0,2,1,2,3,0,0,0,3,1,1,3,0,0,0.14,0,0,0,0,0,3,3,3,1,0.03,0,0,0.17,0.17,0.17,31,0,9,2,20,1,6,4,20,0,0,6273,0,0,0,4,11.76,4.6,4.58,4.6,4.58,8,8,7,23,4,1,0,7,2,7,0.35,0.26,3.99,0,1,3,23,16,16,0.19,0.22,0.22,4.57,4.57,4.55,38.55,7.96,7.48,7.96,7.48,40,13,29,82,2,6,0,25,15,13,1.08,1.96,4.92,0,1,1,82,53,53,0.96,2.02,2.02,6.9,6.9,6.63,24.35,23.86,172,133,0.14,0.02,4,1,3,1
8480860,2024,Kevin Bahl,NJD,D,all,82,85591,1949,11.02,0.46,0.52,0.44,0.55,0.45,0.53,359,68.29,2.27,3.53,19.74,2.27,39.25,29.95,2.19,2.25,2.17,5,5,63,34,69,166,11,1,6,0,17,0,36,37,62,96,33,72,0,151,19,24,95,2,0,2.03,0.24,0,1,0,0,164.44,97,96.15,19,0.73,1.16,0.2,2.8,2.77,2.71,1949,131,264,322,1232,226,254,271,1198,0,0,211367,72,24,8,103,634.14,59.76,57.48,60.14,57.83,579,287,306,1172,66,70,9,643,149,74,17.51,18.67,23.58,18,29,19,1175.46,866,868.7,8.59,16.31,16.24,52.11,52.47,51.77,772.78,70.57,67.83,70.7,67.97,750,310,422,1482,86,86,9,784,195,81,20.74,24.02,25.81,32,30,24,1479.51,1060,1061.32,11.93,16.57,16.57,65.93,66,64.5,214.84,199.04,3960,3270,0,0,0,0,0,0
8480860,2024,Kevin Bahl,NJD,D,5on5,82,74540,1699,11.02,0.52,0.52,0.49,0.53,0.5,0.51,340,63.8,2.06,3.31,18.64,2.12,37.19,27.67,1.99,2.04,1.96,5,4,58,33,69,160,10,1,6,0,16,0,34,34,57,90,30,66,0,142,15,21,89,2,0,1.82,0.24,0,1,0,0,158.44,91,90.15,16,0.67,1.16,0.2,2.54,2.51,2.44,1699,125,185,303,1086,221,214,235,1029,0,0,164594,66,22,7,80,601.98,53.86,51.65,54.24,52,551,272,294,1117,62,68,9,613,145,65,16.7,18.23,18.93,18,28,16,1120.46,823,825.7,8.19,15.75,15.69,46.36,46.72,46.05,605.78,48.75,47.31,48.86,47.44,591,240,322,1153,64,63,6,630,150,51,16.57,18.71,13.46,26,24,14,1150.51,831,832.32,7.83,10.97,10.97,45.6,45.67,45.01,132.64,124.65,2921,2585,9.32,0.33,172,13,134,13
8480860,2024,Kevin Bahl,NJD,D,4on5,82,8534,191,10.67,0.08,0.11,0.1,0.14,0.11,0.17,214,1.59,0.06,0.07,0.37,0.05,0.48,0.97,0.06,0.06,0.06,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,2,4,0,6,3,2,2,0,0,0.06,0,0,0,0,0,2,2,2,2,0.02,0,0,0.08,0.08,0.08,191,1,68,15,107,3,29,28,131,0,0,13532,4,0,0,0,16.84,1.21,1.17,1.21,1.17,16,6,4,26,0,1,0,18,2,2,0.37,0.18,0.65,0,0,0,26,22,22,0.16,0.34,0.34,1.03,1.03,1.02,127.54,13.74,12.91,13.74,12.91,118,57,71,246,20,17,3,129,29,17,3.09,3.21,7.44,6,5,9,246,175,175,3.12,3.59,3.59,13.28,13.28,12.71,2.84,22.49,59,359,0.24,0,6,0,5,0
8480860,2024,Kevin Bahl,NJD,D,5on4,82,255,28,1.85,0.41,0.83,0.86,0.86,0.83,0.81,85,0.66,0.01,0.04,0.17,0.02,0.31,0.46,0.01,0.01,0.01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.01,0,0,0.01,0.01,0.01,28,5,2,2,19,1,5,4,18,0,0,7989,2,0,0,11,3.56,0.09,0.09,0.09,0.09,4,1,1,6,0,0,0,5,0,0,0.09,0,0,0,0,0,6,5,5,0.06,0,0,0.15,0.15,0.15,0.92,0.13,0.13,0.13,0.13,1,0,0,1,0,0,0,0,1,0,0,0.13,0,0,0,0,1,1,1,0.02,0,0,0.15,0.15,0.15,11.26,2.32,217,36,0,0,0,0,0,0
8478028,2024,Fredrik Olofsson,COL,L,other,57,358,10,4.28,0.77,0.43,0.33,0.49,0.5,0.49,99,1.11,0.64,0.06,0.09,0.06,0.71,0.43,0.64,0.64,0.64,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,1,0,1,0.08,0,0.57,0,0,0,2,2,2,0,0.02,0,0,0.66,0.66,0.66,10,2,6,0,2,2,0,4,4,2,10,2019,0,2,1,1,2.41,1.58,1.53,1.58,1.53,1,4,0,5,0,0,0,2,0,3,0.09,0,1.49,0,0,0,5,5,5,0.05,0,0,1.63,1.63,1.58,3.88,0.48,0.45,0.48,0.45,5,0,5,10,2,0,0,2,3,0,0.08,0.39,0,0,2,0,10,5,5,0.1,0,0,0.57,0.57,0.54,7.23,9.74,64,67,0,0,0,0,0,0
8478028,2024,Fredrik Olofsson,COL,L,all,57,33372,834,6.49,0.36,0.55,0.4,0.54,0.39,0.54,567,39.23,5.45,2.76,9.96,1.54,18.81,14.5,5.3,5.4,5.27,4,2,45,8,16,69,9,3,5,0,10,0,16,19,42,50,4,8,159,45,17,4,30,15,8,0.96,1.84,2.65,1,2,0,69.29,53,53.1,2,0.58,1.05,1.94,4.08,4.11,4.07,834,38,124,128,544,142,102,100,490,159,242,173682,8,12,6,29,192.6,17.96,17.16,17.99,17.22,191,73,124,388,15,23,1,192,53,19,5.59,6.22,6.16,7,8,0,393.92,264,267.75,2.61,4.66,4.66,15.92,16.07,15.78,302.45,31.72,27.98,31.85,28.04,277,130,168,575,30,29,3,297,70,40,7.88,8.6,15.23,8,13,9,575.15,407,405.83,4.96,9.72,9.72,26.96,26.9,26.24,186.4,151.29,3233,2745,0,0,0,0,0,0
8478028,2024,Fredrik Olofsson,COL,L,5on5,57,28628,693,6.49,0.42,0.54,0.46,0.53,0.44,0.53,542,36.43,4.75,2.59,9.43,1.38,17.24,12.62,4.61,4.7,4.57,4,2,41,7,16,64,9,3,5,0,10,0,14,16,38,45,4,8,126,39,14,4,26,15,7,0.82,1.84,2.08,1,2,0,64.29,48,48.1,2,0.54,1.05,1.93,3.35,3.37,3.35,693,33,58,120,482,128,85,80,400,126,177,133778,8,8,4,24,177.47,15.17,14.47,15.2,14.54,178,63,122,363,15,20,1,177,50,14,5.15,5.87,4.16,7,8,0,368.92,241,244.75,2.37,4.14,4.14,13.41,13.56,13.34,226.18,20.58,19.29,20.71,19.34,201,105,127,433,18,21,3,232,47,27,6.22,5.66,8.7,8,6,4,433.15,306,304.83,3,6.39,6.39,17.19,17.13,16.81,108.52,92.98,2410,2123,0.55,0.32,18,14,14,11
8478028,2024,Fredrik Olofsson,COL,L,4on5,57,4314,123,6.39,0.1,0.14,0.11,0.14,0.14,0.17,171,1.69,0.06,0.11,0.44,0.09,0.85,1.45,0.05,0.06,0.05,0,0,3,0,0,3,0,0,0,0,0,0,1,2,3,3,0,0,29,6,3,0,3,0,0,0.06,0,0,0,0,0,3,3,3,0,0.02,0,0.01,0.07,0.07,0.07,123,2,60,7,54,7,17,15,84,29,1,10634,0,0,0,0,11.3,1.19,1.14,1.19,1.14,11,5,1,17,0,3,0,11,3,2,0.34,0.34,0.51,0,0,0,17,16,16,0.16,0.52,0.52,0.83,0.83,0.82,72.39,10.66,8.24,10.66,8.24,71,25,36,132,10,8,0,63,20,13,1.57,2.55,6.54,0,5,5,132,96,96,1.86,3.33,3.33,9.2,9.2,8.89,3.27,19.51,44,268,0,0,0,2,0,1
8478028,2024,Fredrik Olofsson,COL,L,5on4,57,72,8,1.95,1,0.73,1,0.86,1,0.83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,6,5,0,1,2,2,15,3152,0,2,1,1,1.43,0.02,0.02,0.02,0.02,1,1,1,3,0,0,0,2,0,0,0.02,0,0,0,0,0,3,2,2,0.03,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,2.02,90,15,0,0,0,0,0,0
8475278,2024,Byron Froese,VGK,C,other,16,39,1,-0.17,0,0.5,0,0.8,0,0.67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,4,1,0,0,0,0,0,0
8475278,2024,Byron Froese,VGK,C,all,16,10242,240,-0.06,0.44,0.49,0.4,0.47,0.43,0.47,165,17.41,1.28,1.4,4.32,0.74,9.96,7.31,1.24,1.31,1.26,1,0,17,8,5,30,1,0,5,0,6,0,5,9,17,25,2,4,59,22,5,1,20,5,0,0.67,0.61,0,0,0,0,30.18,25,25.16,1,0.29,0.92,0.46,1.12,1.13,1.11,240,11,29,43,157,35,29,30,146,59,47,47813,4,4,2,8,67.24,5.3,5.16,5.39,5.25,69,26,34,129,4,8,0,75,16,4,2.12,2.11,1.07,1,3,0,128.6,95,95.17,0.96,1.28,1.28,4.99,5.09,5.01,88.79,6.79,6.4,6.67,6.3,81,43,66,190,7,11,0,97,24,3,2.88,3.17,0.74,4,3,0,188.66,124,123.26,1.22,1.38,1.38,6.63,6.55,6.24,41.46,43.38,802,898,0,0,0,0,0,0
